configuration_id,n_hidden_layers,number_of_neurons_by_layer,drop_out_prob_by_layer,activation_function_by_layer,beta,optimizer,batch_size,replace,shuffle,max_epochs
'16',3,None,None,"['leaky_relu','leaky_relu','leaky_relu']",0.01,'gradient_descent',128,False,True,1000
'33',4,None,[0.5,0.5,0.5,0.5],"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adam',128,False,True,1000
'34',4,None,[0.5,0.5,0.5,0.5],"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000
'35',4,None,[0.5,0.5,0.5,0.5],"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'momentum',128,False,True,1000
'36',4,None,[0.5,0.5,0.5,0.5],"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'gradient_descent',128,False,True,1000
'37',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adam',128,False,True,1000
'38',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000
'39',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'momentum',128,False,True,1000
'40',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'gradient_descent',128,False,True,1000
'41',4,None,[0.5,0.5,0.5,0.5],"['maxout','maxout','maxout','maxout']",0.01,'adam',128,False,True,1000
'42',4,None,[0.5,0.5,0.5,0.5],"['maxout','maxout','maxout','maxout']",0.01,'adagrad',128,False,True,1000
'43',4,None,[0.5,0.5,0.5,0.5],"['maxout','maxout','maxout','maxout']",0.01,'momentum',128,False,True,1000
'44',4,None,[0.5,0.5,0.5,0.5],"['maxout','maxout','maxout','maxout']",0.01,'gradient_descent',128,False,True,1000
'45',4,None,None,"['maxout','maxout','maxout','maxout']",0.01,'adam',128,False,True,1000
'46',4,None,None,"['maxout','maxout','maxout','maxout']",0.01,'adagrad',128,False,True,1000
'46',4,None,None,"['maxout','maxout','maxout','maxout']",0.01,'momentum',128,False,True,1000
'47',4,None,None,"['maxout','maxout','maxout','maxout']",0.01,'gradient_descent',128,False,True,1000
'7',3,None,None,"['relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.1
'8',3,None,None,"['relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.01
'9',3,None,None,"['relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.001
'10',3,None,None,"['leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.1
'11',3,None,None,"['leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.01
'12',3,None,None,"['leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.001
'13',4,None,None,"['relu','relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.1
'14',4,None,None,"['relu','relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.01
'15',4,None,None,"['relu','relu','relu','relu']",0.01,'adagrad',128,False,True,1000,0.001
'16',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.1
'17',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.01
'18',4,None,None,"['leaky_relu','leaky_relu','leaky_relu','leaky_relu']",0.01,'adagrad',128,False,True,1000,0.001
